fecha,codigoSucursal,codigoProducto,monto,tipo
2026-01-10,SUC003,PROD003,-10.00,INGRESO
2026-01-11,SUC404,PROD404,1601.00,EGRESO
2026-01-12,SUC001,PROD001,1602.00,INVALIDO
2026-01-13,SUC002,PROD002,1603.00,INGRESO
2026-01-14,SUC003,PROD003,1604.00,EGRESO
2026-01-15,SUC404,PROD404,1605.00,INVALIDO
2026-01-16,SUC001,PROD001,1606.00,INGRESO
2026-01-17,SUC002,PROD002,1607.00,EGRESO
2026-01-18,SUC003,PROD003,1608.00,INVALIDO
2026-01-19,SUC404,PROD404,1609.00,INGRESO
2026-01-20,SUC001,PROD001,1610.00,EGRESO
2026-01-21,SUC002,PROD002,1611.00,INVALIDO
2026-01-22,SUC003,PROD003,1612.00,INGRESO
2026-01-23,SUC404,PROD404,1613.00,EGRESO
2026-01-24,SUC001,PROD001,1614.00,INVALIDO
2026-01-25,SUC002,PROD002,-10.00,INGRESO
2026-01-26,SUC003,PROD003,1616.00,EGRESO
2026-01-27,SUC404,PROD404,1617.00,INVALIDO
2026-01-28,SUC001,PROD001,1618.00,INGRESO
2026-01-29,SUC002,PROD002,1619.00,EGRESO
2026-01-30,SUC003,PROD003,1620.00,INVALIDO
2026-01-31,SUC404,PROD404,1621.00,INGRESO
2026-01-01,SUC001,PROD001,1622.00,EGRESO
2026-01-02,SUC002,PROD002,1623.00,INVALIDO
2026-01-03,SUC003,PROD003,1624.00,INGRESO
2026-01-04,SUC404,PROD404,1625.00,EGRESO
2026-01-05,SUC001,PROD001,1626.00,INVALIDO
2026-01-06,SUC002,PROD002,1627.00,INGRESO
2026-01-07,SUC003,PROD003,1628.00,EGRESO
2026-01-08,SUC404,PROD404,1629.00,INVALIDO
2026-01-09,SUC001,PROD001,-10.00,INGRESO
2026-01-10,SUC002,PROD002,1631.00,EGRESO
2026-01-11,SUC003,PROD003,1632.00,INVALIDO
2026-01-12,SUC404,PROD404,1633.00,INGRESO
2026-01-13,SUC001,PROD001,1634.00,EGRESO
2026-01-14,SUC002,PROD002,1635.00,INVALIDO
2026-01-15,SUC003,PROD003,1636.00,INGRESO
2026-01-16,SUC404,PROD404,1637.00,EGRESO
2026-01-17,SUC001,PROD001,1638.00,INVALIDO
2026-01-18,SUC002,PROD002,1639.00,INGRESO
2026-01-19,SUC003,PROD003,1640.00,EGRESO
2026-01-20,SUC404,PROD404,1641.00,INVALIDO
2026-01-21,SUC001,PROD001,1642.00,INGRESO
2026-01-22,SUC002,PROD002,1643.00,EGRESO
2026-01-23,SUC003,PROD003,1644.00,INVALIDO
2026-01-24,SUC404,PROD404,-10.00,INGRESO
2026-01-25,SUC001,PROD001,1646.00,EGRESO
2026-01-26,SUC002,PROD002,1647.00,INVALIDO
2026-01-27,SUC003,PROD003,1648.00,INGRESO
2026-01-28,SUC404,PROD404,1649.00,EGRESO
2026-01-29,SUC001,PROD001,1650.00,INVALIDO
2026-01-30,SUC002,PROD002,1651.00,INGRESO
2026-01-31,SUC003,PROD003,1652.00,EGRESO
2026-01-01,SUC404,PROD404,1653.00,INVALIDO
2026-01-02,SUC001,PROD001,1654.00,INGRESO
2026-01-03,SUC002,PROD002,1655.00,EGRESO
2026-01-04,SUC003,PROD003,1656.00,INVALIDO
2026-01-05,SUC404,PROD404,1657.00,INGRESO
2026-01-06,SUC001,PROD001,1658.00,EGRESO
2026-01-07,SUC002,PROD002,1659.00,INVALIDO
2026-01-08,SUC003,PROD003,-10.00,INGRESO
2026-01-09,SUC404,PROD404,1661.00,EGRESO
2026-01-10,SUC001,PROD001,1662.00,INVALIDO
2026-01-11,SUC002,PROD002,1663.00,INGRESO
2026-01-12,SUC003,PROD003,1664.00,EGRESO
2026-01-13,SUC404,PROD404,1665.00,INVALIDO
2026-01-14,SUC001,PROD001,1666.00,INGRESO
2026-01-15,SUC002,PROD002,1667.00,EGRESO
2026-01-16,SUC003,PROD003,1668.00,INVALIDO
2026-01-17,SUC404,PROD404,1669.00,INGRESO
2026-01-18,SUC001,PROD001,1670.00,EGRESO
2026-01-19,SUC002,PROD002,1671.00,INVALIDO
2026-01-20,SUC003,PROD003,1672.00,INGRESO
2026-01-21,SUC404,PROD404,1673.00,EGRESO
2026-01-22,SUC001,PROD001,1674.00,INVALIDO
2026-01-23,SUC002,PROD002,-10.00,INGRESO
2026-01-24,SUC003,PROD003,1676.00,EGRESO
2026-01-25,SUC404,PROD404,1677.00,INVALIDO
2026-01-26,SUC001,PROD001,1678.00,INGRESO
2026-01-27,SUC002,PROD002,1679.00,EGRESO
2026-01-28,SUC003,PROD003,1680.00,INVALIDO
2026-01-29,SUC404,PROD404,1681.00,INGRESO
2026-01-30,SUC001,PROD001,1682.00,EGRESO
2026-01-31,SUC002,PROD002,1683.00,INVALIDO
2026-01-01,SUC003,PROD003,1684.00,INGRESO
2026-01-02,SUC404,PROD404,1685.00,EGRESO
2026-01-03,SUC001,PROD001,1686.00,INVALIDO
2026-01-04,SUC002,PROD002,1687.00,INGRESO
2026-01-05,SUC003,PROD003,1688.00,EGRESO
2026-01-06,SUC404,PROD404,1689.00,INVALIDO
2026-01-07,SUC001,PROD001,-10.00,INGRESO
2026-01-08,SUC002,PROD002,1691.00,EGRESO
2026-01-09,SUC003,PROD003,1692.00,INVALIDO
2026-01-10,SUC404,PROD404,1693.00,INGRESO
2026-01-11,SUC001,PROD001,1694.00,EGRESO
2026-01-12,SUC002,PROD002,1695.00,INVALIDO
2026-01-13,SUC003,PROD003,1696.00,INGRESO
2026-01-14,SUC404,PROD404,1697.00,EGRESO
2026-01-15,SUC001,PROD001,1698.00,INVALIDO
2026-01-16,SUC002,PROD002,1699.00,INGRESO
2026-01-17,SUC003,PROD003,1700.00,EGRESO
2026-01-18,SUC404,PROD404,1701.00,INVALIDO
2026-01-19,SUC001,PROD001,1702.00,INGRESO
2026-01-20,SUC002,PROD002,1703.00,EGRESO
2026-01-21,SUC003,PROD003,1704.00,INVALIDO
2026-01-22,SUC404,PROD404,-10.00,INGRESO
2026-01-23,SUC001,PROD001,1706.00,EGRESO
2026-01-24,SUC002,PROD002,1707.00,INVALIDO
2026-01-25,SUC003,PROD003,1708.00,INGRESO
2026-01-26,SUC404,PROD404,1709.00,EGRESO
2026-01-27,SUC001,PROD001,1710.00,INVALIDO
2026-01-28,SUC002,PROD002,1711.00,INGRESO
2026-01-29,SUC003,PROD003,1712.00,EGRESO
2026-01-30,SUC404,PROD404,1713.00,INVALIDO
2026-01-31,SUC001,PROD001,1714.00,INGRESO
2026-01-01,SUC002,PROD002,1715.00,EGRESO
2026-01-02,SUC003,PROD003,1716.00,INVALIDO
2026-01-03,SUC404,PROD404,1717.00,INGRESO
2026-01-04,SUC001,PROD001,1718.00,EGRESO
2026-01-05,SUC002,PROD002,1719.00,INVALIDO
2026-01-06,SUC003,PROD003,-10.00,INGRESO
2026-01-07,SUC404,PROD404,1721.00,EGRESO
2026-01-08,SUC001,PROD001,1722.00,INVALIDO
2026-01-09,SUC002,PROD002,1723.00,INGRESO
2026-01-10,SUC003,PROD003,1724.00,EGRESO
2026-01-11,SUC404,PROD404,1725.00,INVALIDO
2026-01-12,SUC001,PROD001,1726.00,INGRESO
2026-01-13,SUC002,PROD002,1727.00,EGRESO
2026-01-14,SUC003,PROD003,1728.00,INVALIDO
2026-01-15,SUC404,PROD404,1729.00,INGRESO
2026-01-16,SUC001,PROD001,1730.00,EGRESO
2026-01-17,SUC002,PROD002,1731.00,INVALIDO
2026-01-18,SUC003,PROD003,1732.00,INGRESO
2026-01-19,SUC404,PROD404,1733.00,EGRESO
2026-01-20,SUC001,PROD001,1734.00,INVALIDO
2026-01-21,SUC002,PROD002,-10.00,INGRESO
2026-01-22,SUC003,PROD003,1736.00,EGRESO
2026-01-23,SUC404,PROD404,1737.00,INVALIDO
2026-01-24,SUC001,PROD001,1738.00,INGRESO
2026-01-25,SUC002,PROD002,1739.00,EGRESO
2026-01-26,SUC003,PROD003,1740.00,INVALIDO
2026-01-27,SUC404,PROD404,1741.00,INGRESO
2026-01-28,SUC001,PROD001,1742.00,EGRESO
2026-01-29,SUC002,PROD002,1743.00,INVALIDO
2026-01-30,SUC003,PROD003,1744.00,INGRESO
2026-01-31,SUC404,PROD404,1745.00,EGRESO
2026-01-01,SUC001,PROD001,1746.00,INVALIDO
2026-01-02,SUC002,PROD002,1747.00,INGRESO
2026-01-03,SUC003,PROD003,1748.00,EGRESO
2026-01-04,SUC404,PROD404,1749.00,INVALIDO
2026-01-05,SUC001,PROD001,-10.00,INGRESO
2026-01-06,SUC002,PROD002,1751.00,EGRESO
2026-01-07,SUC003,PROD003,1752.00,INVALIDO
2026-01-08,SUC404,PROD404,1753.00,INGRESO
2026-01-09,SUC001,PROD001,1754.00,EGRESO
2026-01-10,SUC002,PROD002,1755.00,INVALIDO
2026-01-11,SUC003,PROD003,1756.00,INGRESO
2026-01-12,SUC404,PROD404,1757.00,EGRESO
2026-01-13,SUC001,PROD001,1758.00,INVALIDO
2026-01-14,SUC002,PROD002,1759.00,INGRESO
2026-01-15,SUC003,PROD003,1760.00,EGRESO
2026-01-16,SUC404,PROD404,1761.00,INVALIDO
2026-01-17,SUC001,PROD001,1762.00,INGRESO
2026-01-18,SUC002,PROD002,1763.00,EGRESO
2026-01-19,SUC003,PROD003,1764.00,INVALIDO
2026-01-20,SUC404,PROD404,-10.00,INGRESO
2026-01-21,SUC001,PROD001,1766.00,EGRESO
2026-01-22,SUC002,PROD002,1767.00,INVALIDO
2026-01-23,SUC003,PROD003,1768.00,INGRESO
2026-01-24,SUC404,PROD404,1769.00,EGRESO
2026-01-25,SUC001,PROD001,1770.00,INVALIDO
2026-01-26,SUC002,PROD002,1771.00,INGRESO
2026-01-27,SUC003,PROD003,1772.00,EGRESO
2026-01-28,SUC404,PROD404,1773.00,INVALIDO
2026-01-29,SUC001,PROD001,1774.00,INGRESO
2026-01-30,SUC002,PROD002,1775.00,EGRESO
2026-01-31,SUC003,PROD003,1776.00,INVALIDO
2026-01-01,SUC404,PROD404,1777.00,INGRESO
2026-01-02,SUC001,PROD001,1778.00,EGRESO
2026-01-03,SUC002,PROD002,1779.00,INVALIDO
2026-01-04,SUC003,PROD003,-10.00,INGRESO
2026-01-05,SUC404,PROD404,1781.00,EGRESO
2026-01-06,SUC001,PROD001,1782.00,INVALIDO
2026-01-07,SUC002,PROD002,1783.00,INGRESO
2026-01-08,SUC003,PROD003,1784.00,EGRESO
2026-01-09,SUC404,PROD404,1785.00,INVALIDO
2026-01-10,SUC001,PROD001,1786.00,INGRESO
2026-01-11,SUC002,PROD002,1787.00,EGRESO
2026-01-12,SUC003,PROD003,1788.00,INVALIDO
2026-01-13,SUC404,PROD404,1789.00,INGRESO
2026-01-14,SUC001,PROD001,1790.00,EGRESO
2026-01-15,SUC002,PROD002,1791.00,INVALIDO
2026-01-16,SUC003,PROD003,1792.00,INGRESO
2026-01-17,SUC404,PROD404,1793.00,EGRESO
2026-01-18,SUC001,PROD001,1794.00,INVALIDO
2026-01-19,SUC002,PROD002,-10.00,INGRESO
2026-01-20,SUC003,PROD003,1796.00,EGRESO
2026-01-21,SUC404,PROD404,1797.00,INVALIDO
2026-01-22,SUC001,PROD001,1798.00,INGRESO
2026-01-23,SUC002,PROD002,1799.00,EGRESO
2026-01-24,SUC003,PROD003,1800.00,INVALIDO
2026-01-25,SUC404,PROD404,1801.00,INGRESO
2026-01-26,SUC001,PROD001,1802.00,EGRESO
2026-01-27,SUC002,PROD002,1803.00,INVALIDO
2026-01-28,SUC003,PROD003,1804.00,INGRESO
2026-01-29,SUC404,PROD404,1805.00,EGRESO
2026-01-30,SUC001,PROD001,1806.00,INVALIDO
2026-01-31,SUC002,PROD002,1807.00,INGRESO
2026-01-01,SUC003,PROD003,1808.00,EGRESO
2026-01-02,SUC404,PROD404,1809.00,INVALIDO
2026-01-03,SUC001,PROD001,-10.00,INGRESO
2026-01-04,SUC002,PROD002,1811.00,EGRESO
2026-01-05,SUC003,PROD003,1812.00,INVALIDO
2026-01-06,SUC404,PROD404,1813.00,INGRESO
2026-01-07,SUC001,PROD001,1814.00,EGRESO
2026-01-08,SUC002,PROD002,1815.00,INVALIDO
2026-01-09,SUC003,PROD003,1816.00,INGRESO
2026-01-10,SUC404,PROD404,1817.00,EGRESO
2026-01-11,SUC001,PROD001,1818.00,INVALIDO
2026-01-12,SUC002,PROD002,1819.00,INGRESO
2026-01-13,SUC003,PROD003,1820.00,EGRESO
2026-01-14,SUC404,PROD404,1821.00,INVALIDO
2026-01-15,SUC001,PROD001,1822.00,INGRESO
2026-01-16,SUC002,PROD002,1823.00,EGRESO
2026-01-17,SUC003,PROD003,1824.00,INVALIDO
2026-01-18,SUC404,PROD404,-10.00,INGRESO
2026-01-19,SUC001,PROD001,1826.00,EGRESO
2026-01-20,SUC002,PROD002,1827.00,INVALIDO
2026-01-21,SUC003,PROD003,1828.00,INGRESO
2026-01-22,SUC404,PROD404,1829.00,EGRESO
2026-01-23,SUC001,PROD001,1830.00,INVALIDO
2026-01-24,SUC002,PROD002,1831.00,INGRESO
2026-01-25,SUC003,PROD003,1832.00,EGRESO
2026-01-26,SUC404,PROD404,1833.00,INVALIDO
2026-01-27,SUC001,PROD001,1834.00,INGRESO
2026-01-28,SUC002,PROD002,1835.00,EGRESO
2026-01-29,SUC003,PROD003,1836.00,INVALIDO
2026-01-30,SUC404,PROD404,1837.00,INGRESO
2026-01-31,SUC001,PROD001,1838.00,EGRESO
2026-01-01,SUC002,PROD002,1839.00,INVALIDO
2026-01-02,SUC003,PROD003,-10.00,INGRESO
2026-01-03,SUC404,PROD404,1841.00,EGRESO
2026-01-04,SUC001,PROD001,1842.00,INVALIDO
2026-01-05,SUC002,PROD002,1843.00,INGRESO
2026-01-06,SUC003,PROD003,1844.00,EGRESO
2026-01-07,SUC404,PROD404,1845.00,INVALIDO
2026-01-08,SUC001,PROD001,1846.00,INGRESO
2026-01-09,SUC002,PROD002,1847.00,EGRESO
2026-01-10,SUC003,PROD003,1848.00,INVALIDO
2026-01-11,SUC404,PROD404,1849.00,INGRESO
2026-01-12,SUC001,PROD001,1850.00,EGRESO
2026-01-13,SUC002,PROD002,1851.00,INVALIDO
2026-01-14,SUC003,PROD003,1852.00,INGRESO
2026-01-15,SUC404,PROD404,1853.00,EGRESO
2026-01-16,SUC001,PROD001,1854.00,INVALIDO
2026-01-17,SUC002,PROD002,-10.00,INGRESO
2026-01-18,SUC003,PROD003,1856.00,EGRESO
2026-01-19,SUC404,PROD404,1857.00,INVALIDO
2026-01-20,SUC001,PROD001,1858.00,INGRESO
2026-01-21,SUC002,PROD002,1859.00,EGRESO
2026-01-22,SUC003,PROD003,1860.00,INVALIDO
2026-01-23,SUC404,PROD404,1861.00,INGRESO
2026-01-24,SUC001,PROD001,1862.00,EGRESO
2026-01-25,SUC002,PROD002,1863.00,INVALIDO
2026-01-26,SUC003,PROD003,1864.00,INGRESO
2026-01-27,SUC404,PROD404,1865.00,EGRESO
2026-01-28,SUC001,PROD001,1866.00,INVALIDO
2026-01-29,SUC002,PROD002,1867.00,INGRESO
2026-01-30,SUC003,PROD003,1868.00,EGRESO
2026-01-31,SUC404,PROD404,1869.00,INVALIDO
2026-01-01,SUC001,PROD001,-10.00,INGRESO
2026-01-02,SUC002,PROD002,1871.00,EGRESO
2026-01-03,SUC003,PROD003,1872.00,INVALIDO
2026-01-04,SUC404,PROD404,1873.00,INGRESO
2026-01-05,SUC001,PROD001,1874.00,EGRESO
2026-01-06,SUC002,PROD002,1875.00,INVALIDO
2026-01-07,SUC003,PROD003,1876.00,INGRESO
2026-01-08,SUC404,PROD404,1877.00,EGRESO
2026-01-09,SUC001,PROD001,1878.00,INVALIDO
2026-01-10,SUC002,PROD002,1879.00,INGRESO
2026-01-11,SUC003,PROD003,1880.00,EGRESO
2026-01-12,SUC404,PROD404,1881.00,INVALIDO
2026-01-13,SUC001,PROD001,1882.00,INGRESO
2026-01-14,SUC002,PROD002,1883.00,EGRESO
2026-01-15,SUC003,PROD003,1884.00,INVALIDO
2026-01-16,SUC404,PROD404,-10.00,INGRESO
2026-01-17,SUC001,PROD001,1886.00,EGRESO
2026-01-18,SUC002,PROD002,1887.00,INVALIDO
2026-01-19,SUC003,PROD003,1888.00,INGRESO
2026-01-20,SUC404,PROD404,1889.00,EGRESO
2026-01-21,SUC001,PROD001,1890.00,INVALIDO
2026-01-22,SUC002,PROD002,1891.00,INGRESO
2026-01-23,SUC003,PROD003,1892.00,EGRESO
2026-01-24,SUC404,PROD404,1893.00,INVALIDO
2026-01-25,SUC001,PROD001,1894.00,INGRESO
2026-01-26,SUC002,PROD002,1895.00,EGRESO
2026-01-27,SUC003,PROD003,1896.00,INVALIDO
2026-01-28,SUC404,PROD404,1897.00,INGRESO
2026-01-29,SUC001,PROD001,1898.00,EGRESO
2026-01-30,SUC002,PROD002,1899.00,INVALIDO
2026-01-31,SUC003,PROD003,-10.00,INGRESO
2026-01-01,SUC404,PROD404,1901.00,EGRESO
2026-01-02,SUC001,PROD001,1902.00,INVALIDO
2026-01-03,SUC002,PROD002,1903.00,INGRESO
2026-01-04,SUC003,PROD003,1904.00,EGRESO
2026-01-05,SUC404,PROD404,1905.00,INVALIDO
2026-01-06,SUC001,PROD001,1906.00,INGRESO
2026-01-07,SUC002,PROD002,1907.00,EGRESO
2026-01-08,SUC003,PROD003,1908.00,INVALIDO
2026-01-09,SUC404,PROD404,1909.00,INGRESO
2026-01-10,SUC001,PROD001,1910.00,EGRESO
2026-01-11,SUC002,PROD002,1911.00,INVALIDO
2026-01-12,SUC003,PROD003,1912.00,INGRESO
2026-01-13,SUC404,PROD404,1913.00,EGRESO
2026-01-14,SUC001,PROD001,1914.00,INVALIDO
2026-01-15,SUC002,PROD002,-10.00,INGRESO
2026-01-16,SUC003,PROD003,1916.00,EGRESO
2026-01-17,SUC404,PROD404,1917.00,INVALIDO
2026-01-18,SUC001,PROD001,1918.00,INGRESO
2026-01-19,SUC002,PROD002,1919.00,EGRESO
2026-01-20,SUC003,PROD003,1920.00,INVALIDO
2026-01-21,SUC404,PROD404,1921.00,INGRESO
2026-01-22,SUC001,PROD001,1922.00,EGRESO
2026-01-23,SUC002,PROD002,1923.00,INVALIDO
2026-01-24,SUC003,PROD003,1924.00,INGRESO
2026-01-25,SUC404,PROD404,1925.00,EGRESO
2026-01-26,SUC001,PROD001,1926.00,INVALIDO
2026-01-27,SUC002,PROD002,1927.00,INGRESO
2026-01-28,SUC003,PROD003,1928.00,EGRESO
2026-01-29,SUC404,PROD404,1929.00,INVALIDO
2026-01-30,SUC001,PROD001,-10.00,INGRESO
2026-01-31,SUC002,PROD002,1931.00,EGRESO
2026-01-01,SUC003,PROD003,1932.00,INVALIDO
2026-01-02,SUC404,PROD404,1933.00,INGRESO
2026-01-03,SUC001,PROD001,1934.00,EGRESO
2026-01-04,SUC002,PROD002,1935.00,INVALIDO
2026-01-05,SUC003,PROD003,1936.00,INGRESO
2026-01-06,SUC404,PROD404,1937.00,EGRESO
2026-01-07,SUC001,PROD001,1938.00,INVALIDO
2026-01-08,SUC002,PROD002,1939.00,INGRESO
2026-01-09,SUC003,PROD003,1940.00,EGRESO
2026-01-10,SUC404,PROD404,1941.00,INVALIDO
2026-01-11,SUC001,PROD001,1942.00,INGRESO
2026-01-12,SUC002,PROD002,1943.00,EGRESO
2026-01-13,SUC003,PROD003,1944.00,INVALIDO
2026-01-14,SUC404,PROD404,-10.00,INGRESO
2026-01-15,SUC001,PROD001,1946.00,EGRESO
2026-01-16,SUC002,PROD002,1947.00,INVALIDO
2026-01-17,SUC003,PROD003,1948.00,INGRESO
2026-01-18,SUC404,PROD404,1949.00,EGRESO
2026-01-19,SUC001,PROD001,1950.00,INVALIDO
2026-01-20,SUC002,PROD002,1951.00,INGRESO
2026-01-21,SUC003,PROD003,1952.00,EGRESO
2026-01-22,SUC404,PROD404,1953.00,INVALIDO
2026-01-23,SUC001,PROD001,1954.00,INGRESO
2026-01-24,SUC002,PROD002,1955.00,EGRESO
2026-01-25,SUC003,PROD003,1956.00,INVALIDO
2026-01-26,SUC404,PROD404,1957.00,INGRESO
2026-01-27,SUC001,PROD001,1958.00,EGRESO
2026-01-28,SUC002,PROD002,1959.00,INVALIDO
2026-01-29,SUC003,PROD003,-10.00,INGRESO
2026-01-30,SUC404,PROD404,1961.00,EGRESO
2026-01-31,SUC001,PROD001,1962.00,INVALIDO
2026-01-01,SUC002,PROD002,1963.00,INGRESO
2026-01-02,SUC003,PROD003,1964.00,EGRESO
2026-01-03,SUC404,PROD404,1965.00,INVALIDO
2026-01-04,SUC001,PROD001,1966.00,INGRESO
2026-01-05,SUC002,PROD002,1967.00,EGRESO
2026-01-06,SUC003,PROD003,1968.00,INVALIDO
2026-01-07,SUC404,PROD404,1969.00,INGRESO
2026-01-08,SUC001,PROD001,1970.00,EGRESO
2026-01-09,SUC002,PROD002,1971.00,INVALIDO
2026-01-10,SUC003,PROD003,1972.00,INGRESO
2026-01-11,SUC404,PROD404,1973.00,EGRESO
2026-01-12,SUC001,PROD001,1974.00,INVALIDO
2026-01-13,SUC002,PROD002,-10.00,INGRESO
2026-01-14,SUC003,PROD003,1976.00,EGRESO
2026-01-15,SUC404,PROD404,1977.00,INVALIDO
2026-01-16,SUC001,PROD001,1978.00,INGRESO
2026-01-17,SUC002,PROD002,1979.00,EGRESO
2026-01-18,SUC003,PROD003,1980.00,INVALIDO
2026-01-19,SUC404,PROD404,1981.00,INGRESO
2026-01-20,SUC001,PROD001,1982.00,EGRESO
2026-01-21,SUC002,PROD002,1983.00,INVALIDO
2026-01-22,SUC003,PROD003,1984.00,INGRESO
2026-01-23,SUC404,PROD404,1985.00,EGRESO
2026-01-24,SUC001,PROD001,1986.00,INVALIDO
2026-01-25,SUC002,PROD002,1987.00,INGRESO
2026-01-26,SUC003,PROD003,1988.00,EGRESO
2026-01-27,SUC404,PROD404,1989.00,INVALIDO
2026-01-28,SUC001,PROD001,-10.00,INGRESO
2026-01-29,SUC002,PROD002,1991.00,EGRESO
2026-01-30,SUC003,PROD003,1992.00,INVALIDO
2026-01-31,SUC404,PROD404,1993.00,INGRESO
2026-01-01,SUC001,PROD001,1994.00,EGRESO
2026-01-02,SUC002,PROD002,1995.00,INVALIDO
2026-01-03,SUC003,PROD003,1996.00,INGRESO
2026-01-04,SUC404,PROD404,1997.00,EGRESO
2026-01-05,SUC001,PROD001,1998.00,INVALIDO
2026-01-06,SUC002,PROD002,1999.00,INGRESO
2026-01-07,SUC003,PROD003,2000.00,EGRESO
2026-01-08,SUC404,PROD404,2001.00,INVALIDO
2026-01-09,SUC001,PROD001,2002.00,INGRESO
2026-01-10,SUC002,PROD002,2003.00,EGRESO
2026-01-11,SUC003,PROD003,2004.00,INVALIDO
2026-01-12,SUC404,PROD404,-10.00,INGRESO
2026-01-13,SUC001,PROD001,2006.00,EGRESO
2026-01-14,SUC002,PROD002,2007.00,INVALIDO
2026-01-15,SUC003,PROD003,2008.00,INGRESO
2026-01-16,SUC404,PROD404,2009.00,EGRESO
2026-01-17,SUC001,PROD001,2010.00,INVALIDO
2026-01-18,SUC002,PROD002,2011.00,INGRESO
2026-01-19,SUC003,PROD003,2012.00,EGRESO
2026-01-20,SUC404,PROD404,2013.00,INVALIDO
2026-01-21,SUC001,PROD001,2014.00,INGRESO
2026-01-22,SUC002,PROD002,2015.00,EGRESO
2026-01-23,SUC003,PROD003,2016.00,INVALIDO
2026-01-24,SUC404,PROD404,2017.00,INGRESO
2026-01-25,SUC001,PROD001,2018.00,EGRESO
2026-01-26,SUC002,PROD002,2019.00,INVALIDO
2026-01-27,SUC003,PROD003,-10.00,INGRESO
2026-01-28,SUC404,PROD404,2021.00,EGRESO
2026-01-29,SUC001,PROD001,2022.00,INVALIDO
2026-01-30,SUC002,PROD002,2023.00,INGRESO
2026-01-31,SUC003,PROD003,2024.00,EGRESO
2026-01-01,SUC404,PROD404,2025.00,INVALIDO
2026-01-02,SUC001,PROD001,2026.00,INGRESO
2026-01-03,SUC002,PROD002,2027.00,EGRESO
2026-01-04,SUC003,PROD003,2028.00,INVALIDO
2026-01-05,SUC404,PROD404,2029.00,INGRESO
2026-01-06,SUC001,PROD001,2030.00,EGRESO
2026-01-07,SUC002,PROD002,2031.00,INVALIDO
2026-01-08,SUC003,PROD003,2032.00,INGRESO
2026-01-09,SUC404,PROD404,2033.00,EGRESO
2026-01-10,SUC001,PROD001,2034.00,INVALIDO
2026-01-11,SUC002,PROD002,-10.00,INGRESO
2026-01-12,SUC003,PROD003,2036.00,EGRESO
2026-01-13,SUC404,PROD404,2037.00,INVALIDO
2026-01-14,SUC001,PROD001,2038.00,INGRESO
2026-01-15,SUC002,PROD002,2039.00,EGRESO
2026-01-16,SUC003,PROD003,2040.00,INVALIDO
2026-01-17,SUC404,PROD404,2041.00,INGRESO
2026-01-18,SUC001,PROD001,2042.00,EGRESO
2026-01-19,SUC002,PROD002,2043.00,INVALIDO
2026-01-20,SUC003,PROD003,2044.00,INGRESO
2026-01-21,SUC404,PROD404,2045.00,EGRESO
2026-01-22,SUC001,PROD001,2046.00,INVALIDO
2026-01-23,SUC002,PROD002,2047.00,INGRESO
2026-01-24,SUC003,PROD003,2048.00,EGRESO
2026-01-25,SUC404,PROD404,2049.00,INVALIDO
2026-01-26,SUC001,PROD001,-10.00,INGRESO
2026-01-27,SUC002,PROD002,2051.00,EGRESO
2026-01-28,SUC003,PROD003,2052.00,INVALIDO
2026-01-29,SUC404,PROD404,2053.00,INGRESO
2026-01-30,SUC001,PROD001,2054.00,EGRESO
2026-01-31,SUC002,PROD002,2055.00,INVALIDO
2026-01-01,SUC003,PROD003,2056.00,INGRESO
2026-01-02,SUC404,PROD404,2057.00,EGRESO
2026-01-03,SUC001,PROD001,2058.00,INVALIDO
2026-01-04,SUC002,PROD002,2059.00,INGRESO
2026-01-05,SUC003,PROD003,2060.00,EGRESO
2026-01-06,SUC404,PROD404,2061.00,INVALIDO
2026-01-07,SUC001,PROD001,2062.00,INGRESO
2026-01-08,SUC002,PROD002,2063.00,EGRESO
2026-01-09,SUC003,PROD003,2064.00,INVALIDO
2026-01-10,SUC404,PROD404,-10.00,INGRESO
2026-01-11,SUC001,PROD001,2066.00,EGRESO
2026-01-12,SUC002,PROD002,2067.00,INVALIDO
2026-01-13,SUC003,PROD003,2068.00,INGRESO
2026-01-14,SUC404,PROD404,2069.00,EGRESO
2026-01-15,SUC001,PROD001,2070.00,INVALIDO
2026-01-16,SUC002,PROD002,2071.00,INGRESO
2026-01-17,SUC003,PROD003,2072.00,EGRESO
2026-01-18,SUC404,PROD404,2073.00,INVALIDO
2026-01-19,SUC001,PROD001,2074.00,INGRESO
2026-01-20,SUC002,PROD002,2075.00,EGRESO
2026-01-21,SUC003,PROD003,2076.00,INVALIDO
2026-01-22,SUC404,PROD404,2077.00,INGRESO
2026-01-23,SUC001,PROD001,2078.00,EGRESO
2026-01-24,SUC002,PROD002,2079.00,INVALIDO
2026-01-25,SUC003,PROD003,-10.00,INGRESO
2026-01-26,SUC404,PROD404,2081.00,EGRESO
2026-01-27,SUC001,PROD001,2082.00,INVALIDO
2026-01-28,SUC002,PROD002,2083.00,INGRESO
2026-01-29,SUC003,PROD003,2084.00,EGRESO
2026-01-30,SUC404,PROD404,2085.00,INVALIDO
2026-01-31,SUC001,PROD001,2086.00,INGRESO
2026-01-01,SUC002,PROD002,2087.00,EGRESO
2026-01-02,SUC003,PROD003,2088.00,INVALIDO
2026-01-03,SUC404,PROD404,2089.00,INGRESO
2026-01-04,SUC001,PROD001,2090.00,EGRESO
2026-01-05,SUC002,PROD002,2091.00,INVALIDO
2026-01-06,SUC003,PROD003,2092.00,INGRESO
